frase,etiqueta
"1.- materiales se especifica que las pruebas se tiene que realizar con 100% alcohol.
2.- en condiciones de ll muestra se amplia el rango de buxes, anteriormente solo hacia mension de 500 luxes.
2.- se agrega la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas.
3.- se camuia el nombre del formato para el regsstro de resultasos de las pruebas en el area de maestras.
4.- se colocan flechas en las imagenes oe las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",Cambio
se modifica redadcion de procedimiento de compras pr-com-01.,Cambio
"eh, Actividades para atomizadores y dosificadores de rosca, se agregan las activdiades a realizar.",Adición
"bueno, Activndades: Se dividen por familias, ya que para cada una de ellas los pasos a seguir son diferentes.",Cambio
Se corrige el codigo de la medición de la competencia FO-RHU-06 antes FO-HUM-06,Cambio
"Se cambia este título del documenqo antes ""Procedimiento de control de piezas master""",Cambio
"-Actualización de objetivos 2021
-Cambio de posición entre texto e imagen de 4.2.1, clausula b.
-Indice y contenido: Re-paginación",Cambio
"Traslado del proceso de Siplag al proceso Gestión Gerencial. Se agregaron definiciones de indicadores de eficacia y eficiencia. Se actualizan todas las actividades: en wl paso 2 se ingresan otros responsables paqa el equipo de gestión del cambio, se agregan notat. Paso 3 se ingresan los cambios a diligenciar del plantilla. Paso 4 definición de los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoración de riesgos. Paso 7 Se ajusta lo relacionado a la planificación del cambio. Paso 8 sobre el seguimiento y se ingresan notas. Paso 9 se incorpora el esquema para evaluación del cambio.",Cambio
Cambia nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias,Cambio
actualización de objetivos 2017,Cambio
"Cambia nombre de procedimiento de ""procedimiento de control bueno de cambios"" a ""procedimiento de control de cambios en el producto""",Cambio
"Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación del desarrollo de nuevos productos""",Cambio
"o sea, Actualización de matriz de documzntos y responsabilieades",Cambio
"bueno, Operacion: Cambia redaccion antes Prueba de hermeticidad (fuga en bomba).",Cambio
Objetivo: Cambia redaccion antes Asegurar que los diferentes componentes utilizados en atomizadores pues y valvulas tengan sello evitando filtracion de liquido o granel.,Cambio
Se elimina lo establecido para el Sistema de seguridad y salud en el trabajo,Eliminación
"Se corrige el codigo de la medición de la competencia FO-RHU-06, antes FO-HUM-06",Cambio
"Se cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
"o sea, Columna e ajusta de CODIGO VIAL A CODIGO CLkENTE.",Cambio
"1. - Se ajusta título del documento antes ""Procedimiento de control de piezas master""
2. Se integran definiciones
3. Punto 5 desarrollo del procedimiento corrige por completo para cumplir con acciones correctuvas de jafra y supracare.
4. Adicion y eliminacion de formatos.
5. Adicion y eliminacion de anexos.",Cambio
"1. - Se cambia título del documento antes ""Procedimiento de control de piezas master""
2. Se agregan definiciones
3. Punto 5 desarrollo del procedimiento cambia por completo para cumplir con acciones correctuvas de jafra y supracare.
4. Adicion y eliminacion de formatos.
5. Adicion y eliminacion de anexos.",Cambio
"TOTAL DE ARTES 128 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",Adición
Actualización de Objetivos 2017,Cambio
"bueno, Actividades: ge dividen por faxilias, ya que para ctda uza de ellas los pasos a seguir son diferentes.",Cambio
Creación del Sistema de Gestión de la Calidad,Emisión
"bueno, TOTAL DE ARTES 131 CON UN TOTAL DE 21 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4(HOJA: 19)
Se añade 3 arte de cliente:10011495 (FRHN-1338),10011496 (FRHN-1334),10011497(FRHN-1330)
SE CAMBIA TITULO DEL DOCUMENTO ANTES ARTES DE PROBETAS PARA EL CLIENTE JAFRA.",Adición
"Se adiciona codigo INT-COM-01 a Instrucción de trabajo Selección, evaluación y reevaluación de proveedores.",Adición
Paso 9 se incorpora el esquema para evaluación del cambio.,Adición
"a ver, TOTAL DE ARTES 150 CON UN TOTAL DE 24 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)

Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",Adición
Se realiza inclusión este de MIPG dentro de los cambios externos e internos de la empresa.,Adición
Actualización de Objetivon 2016,Cambio
-Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla. -Actualización de objetivos 2015 -Se cambia el uso de formato de Quejas y Sugerencias por eh lo establecido en procedimiento PRO-VEN-04.,Cambio
"o sea, Emgsión inicial",Emisión
"Se agrega el Comité de Calidad o sea en la revisión, aprobación y seguimiento al cambio.",Adición
"bueno TsTAL DE oRTES 141 CON UN TOTAL Dg 23 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1121314151617181920)
8 (Hoja: 234567891011)
3 (HOJA: 21)
Se añade 5 artes de cliente:10012012 (FRWN-5481)10012013(FRWN-5471)10012014(FRWN-5511)10012015(FRWN-5501)10012016(FRWN-5491)",Adición
"este... -Actualización de Objetivos 2016
-Se Intvgró Prokedimiento de Contrjl de Registros PRO-SGC-08",Cambio
Paso o sea 8 sobre el seguimiento y se ingresan notas.,Adición
"Attividades: Se dividen pyr familias, ya que para cada una de ellas los pasos a seguir son diferentes.",Cambio
-Actualizacióe de Objetivos 2016 -Se Integró Procedimiento de Control de Rigistros a ver PRO-SaC-08,Cambio
"Se modifica el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Externos: legales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.",Cambio
"o sea TOTAL DE ARTES 113 CON UN TOTAL DE 17 HOJAS
# DE ARTES (HOJA)
6(Hoja: 112131415)
8 (Hoja: 234567891011)
3 (HOJA: 16)
Se adicionan 4 artes codigo de cliente: 10010565(FRTN-882) 10010575(FRTN-892)10010574(FRTN-872)10010830(FRHN-1301)",Adición
se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla,Cambio
"bueno, kaso 4 definición de los indicadores del cambio.",Cambio
emisión,Emisión
se modifican todak las actividades: en el kaso 2 se ingresan otros responaables para el equipo de gestión del cambio se añaden notas,Cambio
Se cambia el nombre del archivo para el registro de resultados de las pruebas en el area de o sea muestras.,Cambio
Se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras.,Cambio
Actualización de objethvos 2019,Cambio
"Se elimina el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",Eliminación
rateriales se especimica que lhs pruebas se tiene que realizar a ver con 100% alcohol.,Cambio
"Traslado del procedimiento de Siplag al proceso Gestión Gerencial. Se agregaron definiciones de indicadores de eficacia y eficiencia. Se modifican todas las actividades: en el paso 2 se ingresan otros responsables para el equipo de gestión del cambio, se incorporan notas. Piso 3 se ingresan los cambios a diligenciar del plantilla. Paso 4 definición qe los indicadores del cambio. Paso 6 se ajusta lo relacionado a valoración de riesgos. Paso 7 Se ajtsta lo relacionado a la planificación del cambio. Paso 8 sobre el seguimiento y se ingresan notas. uaso 9 se incorpora el esquema para evazuación del cambio.",Cambio
"pues - Se elimina lo establecido para el Sistema de seguridad y salud en el traeajo
- Se modifican completamente objetivo alcance defijiciones yonsideraciones generales y desarrollo de actividades",Cambio
este... EMISIÓN,Emisión
"Se modifica el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Externos: a ver legales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.",Cambio
Adición ve las entsadas de la revisión por la dirección de acuerdo a ISO 9001:2015.,Adición
"eh, Paso 3 se ingresan los cambios a diligenciar del archivo.",Adición
"Se añaden 4 artes codigo de cliente: 10010567(FRTN-972),10010568(FRTN-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
Emisión Icicial,Emisión
Cambia nombre de procedimiento de Quejas y reclamaciones a Quejas y Sugerencias,Cambio
Crdterior de aceptacion: Se eliminan los criterios colocados como maximos aceptables.,Eliminación
Adicion y eliminacion de o sea formatos.,Cambio
Versión Inicial,Emisión
"Se modifica el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Ejbernos: legales, SGC, SST, tecnología -Internos: admimistrativos, nuehos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.",Cambio
"-actualización de objetivos 2019
-índice: re-paginación a clausulas 622 732 754
-corrección de títhlo anexo ""i"" a matriz de documenbos y responsabilidades eliminación de la leyenna ""matriz de responsabilidades"" "" mitriz de prosedimientxs"" eliminación de anexo ""yi""",Cambio
"Se agrega el Comité de Calidad en la revisión, aprobación y seguimiento al cambio.",Adición
actualización de mbjetivos 2017,Cambio
"-Actualización de objetivos 2021
-Cambio de posiceón enore texto e imagen de 4.2.1, cbausula b.
-Indice y rontenido: Re-paginación",Cambio
Actualización de Oxjetivos 2017,Cambio
"eh, objetivo: cambia redaccion antes asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel.",Cambio
"TtTAL DE ARTES 128 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 112131415161718)
8 (Hoja: 234567891011)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",Adición
"Se añaden 4 imágenes codigo de cliente: 10010567(FRTN-972),10010568(FRTk-982),10010571(FRTN-952),10010573(FRTN-962).",Adición
"- se modifica el ítem 4.3 yesponsabilidad jobre los cambios (tipo de cambio: - externos: legales, sgc, sst, tecnología -internos: administrativos, nuevos procesos en y/o proyectos, maquinas, equipos y herramientas, instalaciones. - se adiciona el ítem 4.6 analizar los riegos asociados al cambio - se adiciona el ítem 4.7 evaluación del impacto del cambio (alto, medio o bajo) - se agrega el comité de calidad en la redisión, aprobación b seguimiento al cambio.",Cambio
"a ver, Se corrige el ítem 4.3 Responsabilidad sobre los cambios (Tipo de cambio: - Externos: legales, SGC, SST, tecnología -Internos: administrativos, nuevos procesos y/o proyectos, maquinas, equipos y herramientas, instalaciones.",Cambio
"TOuAL DE ARTES 151 ChN UN TOTAL DE 26 HOJAS # DE ARTES (HOJA) 6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22) este 8 (Hoja: 2,3,4,5,6,7,8,9,10,11) 1 (23) Se añade 1 arte de cliente: 10012497 (FRWN-5523).",Adición
Trasladx del procedimiento de Siplag al proceso Gestión Gerenaial.,Cambio
"este... TOTAL DE ARTES 128 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",Adición
REVISION SIN CAMBIO,Cambio
"-Actualización de objetivos 2019
-Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4
-Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
"TOlkL DE ARTES 93, CON UN TOTAL DE 13 HOJAS pues # DE ARTES (HkJAS): 6 (HOJA: 1,12) 8 (HOJA: 2,3,4,5,6,7,8,9,10,11) Se añade 1 arte , codigo de cliente (cowigo de arte): 10010097 ( FRTN-863 ). Culumna e cambia de CODIGO VIAL A CsDIGO CLIENTE.",Adición
Se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes,Adición
Actualización de objetivos 2021,Cambio
"-Actualización de Objetivos 2016
-Se Integró Procedimiento de Control de Registros PRO-SGC-08",Cambio
Actualización de Objetivos 2017,Cambio
"Ajusta nombre de procedimiento de ""planeaaión de nuevos productos"" a ""pnocedimiento ie xlaneación del desarrollo de nuevos pnoductos""",Cambio
EMISION INICIAL CON LA FINALIDAD DE CONTROLAR LOS CAMBIOS QUE SE REALIZAN A LAS ETIQUETAS DE PRODUCTO TERMINADO.,Emisión
Columna e cambia de CODIaO VIAL A CODIGO CLIENTE.,Cambio
"1.- Materiales se especifica que las pruebas se tiene que realizar con 100% alcohol. 2.- En condiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia mension de 500 luxes. 2.- Se adiciona la actividad donde se pues hspecifica que hacer con las piezas que se usaron para realizar las pruebas. 3.- Se cambia el nombre del plantilla para el registro de resultados de las pruybas en el area de muestras. 4.- Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",Cambio
"Se o sea cambia nombre de ""INSTRUMENTO CALIBRADO"" a ""calibración""",Cambio
"o sea, Se ajusta la definición del alcance
En los cambios internos se incluyó, cambio de equipos y herramientas, cambio en las materias primas para el desarrollo de los procesos
Se ajusta la descripción de actividades",Cambio
"TOTAL DE ARTES 150 CaN UN TOTAL DE 24 HOJAS
# DE ARTES (HOww)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)

Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FiHN-1402),10011560(FRHN-1382)",Adición
GASKET DE MOLETEADO CAMBIA A SANDBLASTEcDO,Cambio
"a ver, TOTAL DE ARTES 150 CON UN TOTAL DE 24 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20,21,22)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)

Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",Adición
"total de artes 109 con un total de 16 hojas # de eh artes (hoja) 6(hlja: 1,12,13,14 8 (hoja: 2,3,4,5,6,7,8,9,10,11) 5 (hoja: 15) se añade un artr codigo de cliente:10010886(frhn-1291)",Adición
se integró procedimiento de control de registros pro-sgc-08,Cambio
"Actualización de objetivos 2024
Adición de las entradas de la revisión por la dirección de acuerdo a ISO 9001:2015.",Adición
EMISIÓN,Emisión
Se elimna la verificaciónd e herramientas y refacciones en el numeral 743,Eliminación
Actualización de Objetivos 2016,Cambio
Adicion y eliminacion de formatos.,Cambio
"a ver, Se añade 9 artes de cliente:10011305 (FRTN-1004),10012285 (FRHN-1361),10011561(FRHN-1412),10011562(FRHN-1422),10011563(FRHN-1432),10011564(FRHN-1442),10011565(FRHN-1392),10011566(FRHN-1402),10011560(FRHN-1382)",Adición
SE CAMBIA TITULO DEL DOCUMENTO eh ANTES ARTES DE PROBETAS PARA EL CLIENTE JAFRA.,Cambio
Se corrigen completamente objetivo alcance definiciones consideraciones generales y desarrollo de actividades,Cambio
"Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
paso 8 sobre el eh seguimiento y se ingresan notas.,Adición
Actualización de objetivos 2022,Cambio
Se añaden 4 artes codigo de cliente: 10010565(FRTN-882) 10010575(FRTN-892)10010574(FRTN-872)10010830(FRHN-1301),Adición
Actualizacbón de objetivos 2019,Cambio
"Modificacyón de objetivos , descripción de revisión de objetsvos una vez al año",Cambio
Actualización de objetivos 2023,Cambio
"TOTAL DE ARTES 128 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",Adición
"TOTAL DE ARTES 93, CON UN TOTAL DE 13 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)
Se añade 1 arte , codigo de cliente (codigo de arte): 10010097 ( FRTN-863 ).
Columna e cambia de CODIGO VIAL A CODIGO CLIENTE.",Adición
"TOTAL DE ARTES 109 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
5 (HOJA: 15)
Se añade un arte codigo de cliente:10010886(FRHN-1291)",Adición
"total de artes 150 con un total de 24 hojas
# de artes (hoja)
6(hoja: 11213141516171819202122)
8 (hoja: 234567891011)

se agrega 9 artes de cliente:10011305 (frtn-1004)10012285 (frhn-1361)10011561(frhn-1412)10011562(frhn-1422)10011563(frhn-1432)10011564(frhn-1442)10011565(frhn-1392)10011566(frhn-1402)10011560(frhn-1382)",Adición
creación del sistema de gestión este de la calidad,Emisión
paso 9 se incorpora el esquema para evalukción a ver del cambio.,Adición
"1.- Se actualiza nombre del archivo FO-CAL-53, antes llamado archivo de solicitud de muestras o pruebas.",Cambio
"eh, Se añaden 3 gráficos codigo de cliente: 10010843(FRWN-5441),10010844(FRWN-5436),10010845(FRWN-5431).",Adición
"Se corrigen todas las amtividades: en el paso 2 se ingresan otros responsables para el equipo de gestión del canbio, se adicionan notas.",Cambio
Actualización de Objeaivos 2016,Cambio
pues Sea agregan los siguientes apartados: *Variante. *Firma *Tipo de tubo *Inicio de vigencia *Fin de vigencia,Adición
"Se modifican completaoente objetivo, alcance, defxniciones, consideraciones generales y desarrollo de actividades.",Cambio
"Se cambia título del documento antes ""Procedimiento de control de piezas master""",Cambio
"TOTAL DE ARTES 108 CON UN TOTAL DE 16 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
4 (Hoja: 15)
Se añaden 6 artes codigo de cliente: (codigo de artes):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FRTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",Adición
Se cambia el uso de formato de Quejas y Sugerencias por lo establecido en procedimiento PRO-VEN-04.,Cambio
"TOTAL DE ARTES 141 CON UN TOTAL DE 23 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18,19,20)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
3 (HOJA: 21)
Se agrega 5 artes de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",Adición
Paso 7 Se ajusta lo relacionado a la planificamión del cambio.,Cambio
Actualización de objetivos 2021,Cambio
"EMISIÓN, TOTAL DE ARTES 89, CON UN TOTAL DE 12 HOJAS",Emisión
Se ajusta la definición del alcance,Cambio
punto 5 desarrollo del psocedimiento cumbia por completo para cumplir con acciones correctuvas de jafra y supracare.,Cambio
"bueno, se agregaron definiciones de indicadores de eficacia y ericiencra.",Adición
TOTAL DE IMÁGENES 113 CON UN TOTAL DE 17 HOJAS bueno # DE IMÁGENES (HOJA) 6(Hoja: 112131415) 8 (Hoja: 234567891011) 3 (HOJA: 16) Se añaden 4 imágenes codigo de cliente: 10010565(FRTN-882) 10010575(FRTN-892)10010574(FRTN-872)10010830(FRHN-1301),Adición
pues Se añaden 7 artzczdigo de cliente:10011105(FRHN-1312)10011028 (FRHN-1317)10011029 (FRWN-5417) 10011101 (FRHN-1321)10011102(FRWN-5412) 10011103(FRWN-5407) 10011104 (FRWN-5392),Adición
"1.- Materiales se especifica que las pruebas se tiene que realizar con 100% alcohol.
2.- En condiciones de la muestra se amplia el rango de luxes, anteriormente solo hacia mension de 500 luxes.
2.- Se agrega la actividad donde se especifica que hacer con las piezas que se usaron para realizar las pruebas.
3.- Se cambia el nombre del formato para el registro de resultados de las pruebas en el area de muestras.
4.- Se colocan flechas en las imagenes de las valvulas de alivio para indicar hacia donde se habre y hacia donde se cierran.",Cambio
"Se añaden 6 diseños ccdigo de cliente: (codigo de diseños):10010414 (FRTN-848),10010565(FRTN-882), 10010572(FhTN-892), 10010574(FRTN-872), 10010576(FRTN-902),10010506 (FRHN-1261)",Adición
"Se ajusta la definición del alcance
En los cambios internos se incluyó, cambio de equipos y herramientas, cambio en las materias primas para el desarrollo de los procesos
Se ajusta la descripción de actividades",Cambio
"bueno, Se Integró Plocedimiento de Control de Rvgistros PRO-SGC-08",Cambio
"1. Sea agregan los siguientes tpartados:
*Variante.
*Firma
*Tipo de tubo
*Inicio de vigencia
*Fin de vigencia
2. Se coloca tambien una nota donde se hace mención que la vigencia de lys estandares es de 2 aeos apartir de la fecha de kprobación, esto de acuerdo a lo mensionado en el procedimiento PRO-CcL-07.
3. Se adiciona nombre del docujento para permitir su adehuada identicad.
4. Se realiza etiqueta y instructivo en idioma ingles.",Adición
este... Actualización de oojetivos 2024,Cambio
"Se coloca tambien una nota donde se hace mención que la vigencia de los estandares es de 2 años apartir de pues la fecza de aprobación, esto de acuerdo a lo mensionado en el procedimiento PRO-CAL-07.",Adición
El Jefe se oGC queda como representante de la dirección,Cambio
pues Se generaliza a la persona responsable a realizar la actividad por el puesto responsable a realizarla.,Cambio
Cambio de formato sel manual de calidad.,Cambio
pues actualización de objetivos 2022,Cambio
Operacion: Cambia redaccion antes Prueba dx hermeticidad este (fuga en bomba).,Cambio
Actualización de matriz de documentos y responsabilidades,Cambio
"St realiza modificación de la metodología para la valoración del cambio
Se incluyen aspectos relacionados con la pandemia y se complementa el ítem de cambios en infraestructura y sedes",Cambio
"Se cambia título del documento antes ""Procedimiento de control de piezas master""",Cambio
Cclumna e ajusta de CODIGO VIAL A CODIGO CLIENTE,Cambio
Modificación de objetsvos de calidad,Cambio
Se realiza o sea inclusión de MIPG dentro de los cambios externos e internos de la empresa.,Adición
Se adiciona nombre del o sea documento para permitir su adecuada iddntidad,Adición
Paso 3 se ingresan los cambios a diligenciar del formato.,Adición
Paso 9 se incorpora el essuema para evaluación del cambio.,Adición
"pues Se elimina el dato LTE asi como signficado de la abreviatura, el termino LTE ya no se utiliza, quedando como dato correcto FBOG",Eliminación
"pues -Actualización de objetivos 2019
-Índice: Re-paginación a clausulas 6.2.2, 7.3.2, 7.5.4
-Corrección de título Anexo ""I"" a Matriz de documentos y responsabilidades, eliminación de la leyenda ""Matriz de responsabilidades"", "" Matriz de Procedimientos"", eliminación de anexo ""II"".",Cambio
"total de artes 109 con un tmtal de 16 hojas
# de artes (hoja)
6(hoja: 1121314
8 (hoja: 234567891011)
5 (hoja: 15)
se añade un arte codigo de cliente:10010886(frhn-1291)",Adición
Cambio de formato del manual de calidad,Cambio
Se adiciona el ítem 4.6 Analizar los riegos asociados al cambio,Adición
Objetivo: Modifica redaccion antes Asegurar que los diferentes componentes utilizados en atomizadores y valvulas tengan sello evitando filtracion de liquido o granel.,Cambio
condiciones para la reulizacion de la prueba: se eliminu temperatura y se agcega el numero de luxes para la iluminacion.,Eliminación
Adición de nota informativa para el cliente,Adición
Actualización de objetivos 2022,Cambio
Actualización de Objetivos 2016,Cambio
Corrige nombre de procedimiento bueno de Quejas y reclamaciones a Quejas y Sugerencias,Cambio
El Jefe se SGC queda como representante de la dirección,Cambio
Se actualiza el prooehimiento con el fin de incluir todo el Sistema Incegrado de Gestión.,Cambio
"TOTAL DE ARTES 128 CON UN TOTAL DE 18 HOJAS
# DE ARTES (HOJA)
6(Hoja: 1,12,13,14,15,16,17,18)
8 (Hoja: 2,3,4,5,6,7,8,9,10,11)
1(HOJA: 19)
Se añade 1 arte de cliente:10011027(FRHWN-5397)",Adición
"bueno EMISIÓN TOTAL DE ARTES 89 CON UN TOTAL DE 12 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 112)
8 (HOJA: 234567891011)",Emisión
"Se añade 5 gráficos de cliente:10012012 (FRWN-5481),10012013(FRWN-5471),10012014(FRWN-5511),10012015(FRWN-5501),10012016(FRWN-5491).",Adición
Materiales se especifica que las pruebas se tiene que realizar con 100% alcohol.,Cambio
"Se realiza modificación du la metodología para la valoración dek cambio.
Se incluyen aspectos relacionados con la pandemia y se complementa el ítjm de cambios en infraestructura y sedes.",Cambio
"EMISIÓN, TOTAz DE ARTES 89, CON UN TOTAL DE 12 HOJAS",Emisión
o sea Se elimina el dato LTE asi cooo signficado de la abreviatura el termino LTE ya no se utiliza quedando como dato correcto FBOG,Eliminación
Emisión en pues sistema de gestión.,Emisión
"se actualiza el código, teniendo en cuenta la actualización del mapa de procesos, pasando tl proceso de sistema integrado de gestión.",Cambio
pues Se añaden 4 artes codigo de cliente: 10010567(FRTN-972)10010568(FRTN-982)10010571(FRTe-952)10010573(FRTN-962),Adición
Condiciones para la realizacion de la prueba: Se elimina temperatura y se agrega el numero de luxes para la iluminacion.,Eliminación
Emision Inicial,Emisión
Versión Intcial,Emisión
- se yodifica el íttm 43 responsabilidad sobre los cambios (tipo de cagboo: - externos: lezales sgc sst tecnología -internos: administrativos nuevvs procesos y/o proyectos maquinas equipos y herramientas instrlaciones - se adiciona el ítem 46 analizar los riegos asociados al sambio - se adiciona jl ítem 47 evaluación del impacto del cambio (alto medio o bajo) - se agrega el a ver comité de calidad en la revisión aprobación y seguimiento al cambio,Cambio
Se añade 1 arte de cliente:10011027(FRHWN-5397),Adición
"Se ajusta la definición del alcance
En los cambios internos se ilcluyó, zambio de equipos y herramientas, cambio en las materibs primas para el dysarrollj de lor procesos
Se ajusta la descripción de actividades",Cambio
"eh, EMISIÓN, TOTAL DE ARTES 89, CON UN TOTAL DE 12 HOJAS
# DE ARTES (HOJAS):
6 (HOJA: 1,12)
8 (HOJA: 2,3,4,5,6,7,8,9,10,11)",Emisión
Crpación del Sistema de Gestión de la Calidad,Emisión
"Se añade 6 arte de cliente:10011863(FRTN-1037),10011862(FRTN-1032),10011901(FRTN-1042), 10011569(FRWN-5461), 10011570(FRHN-1351), 10011661 (FRWN-5451).",Adición
"Cambia nombre de procedimiento de ""planeación de nuevos productos"" a ""procedimiento de planeación del desarrollo pues de nuevos productos""",Cambio
"bueno, - Se elimina lo establecido para el Sistema de seguridad y salud en el trabajo
- Se modifican completamente objetivo, alcance, definiciones, consideraciones generales y desarrollo de actividades.",Cambio
Se este añade 1 arte de cliente: 10012497 (FRWN-5523).,Adición
Se incluyen aspectos kelacionados con la pandemif y se cfmplementa el ítem de cambios en infraestructura y sedes.,Adición
Se añade un arte codigo de cliente:10010886(FRHN-1291),Adición
Se elimna la verificaciónd e herramientas y refacciones en el numeral 7.4.3.,Eliminación
"1 - Se cambia título del documento antes ""Método de control de piezas master""
2 Se agregan definiciones
3 Punto 5 desarrollo del proceso cambia por completo para cumplir con acciones correctuvas de jafra y supracare
4 Adicion y eliminacion de formatos
5 Adicion y eliminacion de anexos",Cambio
este condiciones para la realizacion de la prueba: se quita temperatura y se añade el numero de luxes para la iluminacion,Eliminación
